fpr,tpr,threshold,auc,variant
0.025268951713785338,0.23648755745760025,0.7263265955913395,0.7191682793637468,no_nlcd
0.02551913935451589,0.23648755745760025,0.7263256951962727,0.7191682793637468,no_nlcd
0.02551913935451589,0.23680456490727533,0.726325358868003,0.7191682793637468,no_nlcd
0.025769326995246436,0.23680456490727533,0.7263247573525656,0.7191682793637468,no_nlcd
0.025769326995246436,0.23807259470597558,0.7263210249993105,0.7191682793637468,no_nlcd
0.026770077558168626,0.23807259470597558,0.7263197580004421,0.7191682793637468,no_nlcd
0.026770077558168626,0.23838960215565067,0.7263191969320953,0.7191682793637468,no_nlcd
0.027020265198899173,0.23838960215565067,0.7263191532072025,0.7191682793637468,no_nlcd
0.027020265198899173,0.2385481058804882,0.7263191262115506,0.7191682793637468,no_nlcd
0.02752064048036027,0.2385481058804882,0.7263175598857944,0.7191682793637468,no_nlcd
0.02752064048036027,0.23918212077983833,0.7263160257471457,0.7191682793637468,no_nlcd
0.02777082812109082,0.23918212077983833,0.72631571381144,0.7191682793637468,no_nlcd
0.02777082812109082,0.23934062450467586,0.7263151803606802,0.7191682793637468,no_nlcd
0.028271203402551914,0.23934062450467586,0.7263149764492511,0.7191682793637468,no_nlcd
0.028271203402551914,0.23949912822951339,0.726314274918559,0.7191682793637468,no_nlcd
0.02877157868401301,0.23949912822951339,0.7263138245916516,0.7191682793637468,no_nlcd
0.02877157868401301,0.23981613567918847,0.7263113697751522,0.7191682793637468,no_nlcd
0.029271953965474107,0.23981613567918847,0.7263109943973056,0.7191682793637468,no_nlcd
0.029271953965474107,0.24013314312886352,0.7263104773365073,0.7191682793637468,no_nlcd
0.029522141606204654,0.24013314312886352,0.7263104132108481,0.7191682793637468,no_nlcd
0.029522141606204654,0.24029164685370105,0.7263099956077012,0.7191682793637468,no_nlcd
0.0297723292469352,0.24029164685370105,0.7263099615815581,0.7191682793637468,no_nlcd
0.0297723292469352,0.24076715802821366,0.7263095578028456,0.7191682793637468,no_nlcd
0.03002251688766575,0.24076715802821366,0.7263095191801652,0.7191682793637468,no_nlcd
0.03002251688766575,0.2414011729275638,0.7263078141498105,0.7191682793637468,no_nlcd
0.030272704528396296,0.2414011729275638,0.7263074053652249,0.7191682793637468,no_nlcd
0.030272704528396296,0.2418766841020764,0.7263062824580406,0.7191682793637468,no_nlcd
0.030522892169126844,0.2418766841020764,0.7263056143048675,0.7191682793637468,no_nlcd
0.030522892169126844,0.24203518782691394,0.7263054470876493,0.7191682793637468,no_nlcd
0.031273455091318486,0.24203518782691394,0.726305135715453,0.7191682793637468,no_nlcd
0.031273455091318486,0.24219369155175147,0.7263042921126194,0.7191682793637468,no_nlcd
0.03152364273204904,0.24219369155175147,0.7263041655556647,0.7191682793637468,no_nlcd
0.03152364273204904,0.24251069900142652,0.7263032601567205,0.7191682793637468,no_nlcd
0.03252439329497123,0.24251069900142652,0.7263026066621922,0.7191682793637468,no_nlcd
0.03252439329497123,0.24266920272626408,0.7263024205792652,0.7191682793637468,no_nlcd
0.03277458093570178,0.24266920272626408,0.7263021866188223,0.7191682793637468,no_nlcd
0.03277458093570178,0.2428277064511016,0.7263021476566938,0.7191682793637468,no_nlcd
0.03327495621716287,0.2428277064511016,0.7263011778071077,0.7191682793637468,no_nlcd
0.03327495621716287,0.24298621017593913,0.7263007535524056,0.7191682793637468,no_nlcd
0.03402551913935452,0.24298621017593913,0.726299733235449,0.7191682793637468,no_nlcd
0.03402551913935452,0.24330321762561422,0.7262988992307245,0.7191682793637468,no_nlcd
0.03452589442081561,0.24330321762561422,0.7262986437017634,0.7191682793637468,no_nlcd
0.03452589442081561,0.24362022507528927,0.7262979235008871,0.7191682793637468,no_nlcd
0.03477608206154616,0.24362022507528927,0.7262970861956611,0.7191682793637468,no_nlcd
0.03477608206154616,0.24393723252496433,0.7262965035433931,0.7191682793637468,no_nlcd
0.03527645734300726,0.24393723252496433,0.7262956529716448,0.7191682793637468,no_nlcd
